client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
ac7e990eb83cf33df01a9a62cf2a412c0b7e21827fef69c5051a13eb932bd7b96a067d75f4d2a50ae0c45e97b763f1fce5d15c34b2f9adb414eec68a334e97c1	common_voice_ur_41023802.mp3	08fc29fc277d1072aa51bd25284f3a589822d421d208c371b6f492ea2b9f05e0	انہوں نے کہا کہ پاکستان اب معرض وجود میں آ رہا ہے۔		0	2	twenties		I lived in pujab pakistan. I am fluent in urdu. 		ur	
ac7e990eb83cf33df01a9a62cf2a412c0b7e21827fef69c5051a13eb932bd7b96a067d75f4d2a50ae0c45e97b763f1fce5d15c34b2f9adb414eec68a334e97c1	common_voice_ur_41023828.mp3	0923022b4cd5536b061767a66cec5db6e8096685012e839772458863cf690fb7	ہندوستان فضائی حملہ کرتا ہے۔		0	2	twenties		I lived in pujab pakistan. I am fluent in urdu. 		ur	
ac7e990eb83cf33df01a9a62cf2a412c0b7e21827fef69c5051a13eb932bd7b96a067d75f4d2a50ae0c45e97b763f1fce5d15c34b2f9adb414eec68a334e97c1	common_voice_ur_41023829.mp3	072b127e94756d456c3367ee942c0911dadf73b222c9c2542b25ecbbbc626355	اپنی زندگی کو ایک نیک انسان کی طرح گزارو۔		0	2	twenties		I lived in pujab pakistan. I am fluent in urdu. 		ur	
ac7e990eb83cf33df01a9a62cf2a412c0b7e21827fef69c5051a13eb932bd7b96a067d75f4d2a50ae0c45e97b763f1fce5d15c34b2f9adb414eec68a334e97c1	common_voice_ur_41023830.mp3	080a8dd7ed54a7a345f90057f12674f5348449ac9742f05a765fb0c7661cccbb	جیسے ہم کو پکارتا ہے کوئ		2	2	twenties		I lived in pujab pakistan. I am fluent in urdu. 		ur	
ac7e990eb83cf33df01a9a62cf2a412c0b7e21827fef69c5051a13eb932bd7b96a067d75f4d2a50ae0c45e97b763f1fce5d15c34b2f9adb414eec68a334e97c1	common_voice_ur_41023835.mp3	08a7b2cc52fb641da8b59253e299d62d7cb2baabbafa0611a6948b0d79a45124	یار تمہارے پاس کیا جواب ہے اس بات کا		2	2	twenties		I lived in pujab pakistan. I am fluent in urdu. 		ur	
b17bbe4c048d318a3178436d2eb98777acbbf5ffdff71d7b063e891f3b8a35bca9d7c73917fc04e1f22885208241ad74da75068cb81e198a381b9e67cc2ae8ea	common_voice_ur_41102902.mp3	087d4b16ff427ddfc36af4213816716deee33965a177d86bc61b616df462a32f	برطانیہ میں ریفرنڈم کراچی اسٹاک ایکسچینج میں مندی		0	2	twenties				ur	
bfd190ee14a1a471a73fdd548d77ecf17f4d0122801490a976197a3f819fa50f8c85339cd3b8ff50c68dc3a50b7d4515661267eacd7a81af3179339724ba623b	common_voice_ur_41103065.mp3	0901cf2672e13210268930bffb0d329167133f4c14b1396759eeb1b834294d5c	کل رات کی بارش کے بعد صبح صبح تو یہاں بھی سردی تھی۔		0	2	twenties		Native		ur	
bfd190ee14a1a471a73fdd548d77ecf17f4d0122801490a976197a3f819fa50f8c85339cd3b8ff50c68dc3a50b7d4515661267eacd7a81af3179339724ba623b	common_voice_ur_41103067.mp3	08320142211b1ceae843ba9080736f3f2979fe3c2491ceb26333cd04b0936679	ٹام کروز اور کیٹی ہومز میں علیحدگی کا فیصلہ		0	2	twenties		Native		ur	
bfd190ee14a1a471a73fdd548d77ecf17f4d0122801490a976197a3f819fa50f8c85339cd3b8ff50c68dc3a50b7d4515661267eacd7a81af3179339724ba623b	common_voice_ur_41103202.mp3	0997296c5615ed917d48f5ddf0937d12601a5ea15c602f846a3a1e68e3e4bc15	پاکستان کی اب تک بننے والی سب سے بہترین فلم کونسی ہے		0	2	twenties		Native		ur	
bfd190ee14a1a471a73fdd548d77ecf17f4d0122801490a976197a3f819fa50f8c85339cd3b8ff50c68dc3a50b7d4515661267eacd7a81af3179339724ba623b	common_voice_ur_41103223.mp3	070577a2803956b3a1894704c95102a0e1236bb17fb76de124e2b85c90482fcb	قطری شہزادے سے کسی معاہدے کے بارے میں بھی زیادہ نہیں جانتے تھے۔		2	2	twenties		Native		ur	
bfd190ee14a1a471a73fdd548d77ecf17f4d0122801490a976197a3f819fa50f8c85339cd3b8ff50c68dc3a50b7d4515661267eacd7a81af3179339724ba623b	common_voice_ur_41103237.mp3	08c52551e3f5b8277a8c160387e556fc1f6d8ef3338f362a9bcfbfbf74e98998	تو جمہوریت اور آزادی کی شمعیں جلائی جاتی تھیں۔		0	2	twenties		Native		ur	
